city,branch_name,address,latitude,longitude
Makati City,"JP Rizal","847 J.P. Rizal and Quintos Streets, Barangay Poblacion, Makati City 1210

",,
Makati City,"Cash And Carry Mall
","G/F Cash & Carry Mall, between South Super Hi-way and Filmore Street, Brgy Palanan, Makati City 1235

",,
Makati City,"The Rise
","G/F Assembly Grounds at the Rise, 7248 Malugay St., Brgy. San Antonio, Makati City 1203

",,
Makati City,"Buendia Malugay
","G/F Techzone Bldg., 213 Sen. Gil Puyat Ave., Brgy San Antonio, Makati City 1203

",,
Makati City,"JP Rizal - Binakod
","G/F A&M Bldg. 397 JP Rizal cor Binakod St., Brgy. Olympia, Makati City 1207

",,
Makati City,"Vito Cruz Chino Roces
","1171 Don Chino Roces Avenue, Brgy. San Antonio, Makati City 1203

",,
Makati City,"Comembo
","16 JP Rizal Extension, Brgy. Comembo, Makati City 1217

",,
,,,,
Manila,San Lazaro Vertex One,"Vertex One Bldg., MJC Ayala Land Corporate Center, Felix  Huertas corner F. Yuseco Streets, Barangay 350 Sta. Cruz, Manila",14.6180729,120.9847755
Manila,Sta.Ana,"Pedro Gil Cor Calderon Streets, Bgy 879  Sta Ana Manila 1009",14.5806967,121.0136982
Manila,Sta. Ana Pedro Gil,"G/F Rivergreen Residences  Pedro Gil Street, Barangay 880, Sta. Ana, Manila 1009",14.5814636,121.0097727
Manila,Old Sta. Mesa,"4331 Old Sta Mesa Street, Barangay 587 Zone 58, Sta. Mesa, Manila 1016",14.6012821,121.0129059
Manila,T.Alonzo,"602 T. Alonzo Street, Barangay 302 Zone 29 District III,  Sta.Cruz, Manila 1003",14.6030394,120.9799006
Manila,Juan Luna Recto,"834 Gopoco Bldg.,Juan Luna Street Corner Recto, Barangay 268, Binondo, Manila  1006",14.6007303,120.9747137
Manila,Vito Cruz Harrison,"BPI Bldg. Pablo Ocampo cor.  Maytubig Streets, Brgy 719 Zone 78 5th District, Malate, Manila 1004",14.5600424,120.9888871
Manila,Ermita,"G/F Midland Plaza Condominium, M Adriatico St Brgy 669 Zone 72 District V, Ermita  Manila 1000",14.5689615,120.9868021
Manila,Emita Pedro Gil,"G/F TSPI Bldg. 606 Pedro Gil Street, Brgy 698 Zone 76  Ermita, Manila 1000",14.574443,120.984769
Manila,Intramuros,"G/F BPI Bldg, Muralla Street, Brgy 654 Zone 69 District V,  Intramuros, Manila  1002",14.5934325,120.9748268
Quezon,Broadway,"677 Aurora Blvd., Brgy. Mariana New Manila, Quezon City 1112",14.6130875,121.0329279
Quezon,Aurora - Hemady,"Santander Bldg.  711 Aurora Blvd corner Hemady Street, New Manila, Barangay Mariana, Quezon City 1112",14.6155777,121.0371383
Quezon,Congressional Avenue Extension,Lot 17 Block 5 Congressional Extension Avenue Barangay Culiat Quezon City Metro Manila,14.6733775,121.0563901
Manila,Taytay Highway CALABARZON (Reg 4-A),"G/F Alberto Bldg., Barangay San Juan, Manila East Road, Taytay 1920",14.505774,121.2897623
Manila,Taytay El Monteverde CALABARZON (Reg 4-A),"Manila East Road, Brgy. San Juan, Taytay, Rizal 1920",14.5573571,121.1364392
Aseana,Ayala Malls Manila Bay,"Ayala Malls Manila Bay,  Aseana Avenue Corner Macapagal Blvd., Barangay Tambo, Aseana City, Paranaque City 1701",14.5269919,120.9826194
Paranaque,Dr. A. Santos Ave.  – BF,"8006 ECH Plaza. Dr. A. Santos Avenue, Brgy. BF Sucat, Paranaque City. Metro Manila NCR 1700",14.4590206,121.0304831
Paranaque,Sucat Road BF Homes,"MAR AN BUILDING. No. 9 President's Avenue, BF Homes Subd, Paranaque City, Metro Manila, NCR 1700",14.457949,121.0313054
Manila,Robinsons Town Mall MalabonNational Capital Region,"Level 1 - 01127 Robinsons Town Mall Malabon #5 Governor Pascual Avenue, corner Crispin St, Malabon, 1470 Metro Manila",14.669081,120.966746
Mandaluyong,Mandaluyong Greenfield District,"G/F Zitan Condominium  730 Shaw Boulevard corner Sto. Cristo Street, Greenfield District,Brgy. Highway Hills, Mandaluyong City 1550",14.5802125,121.0541229
Mandaluyong,Shaw  - Mandaluyong,"Unit #6  Ground Floor Sunshine Square Bldg. Shaw Boulevard, Barangay Pleasant Hill, Mandaluyong City 1550",14.5880201,121.0448944
Makati,Glorietta Mall Ground Level,"G/F Unit 1086 Glorietta Mall, Ayala Center, Brgy. San Lorenzo, Makati",14.550629,121.0254929
Makati,Ayala Avenue SGV,"SGV Building II, 6758 Ayala Avenue, Brgy. San Lorenzo, Makati City 1226",14.5555721,121.0228072
Makati,Ayala Insular,"6781 Insular Life Building Ayala Avenue corner Paseo De Roxas, Brgy. Bel-Air, Makati City",14.5571446,121.0211014
Makati,Ayala East,"G/F Ayala Life FGU Center, 6811 Ayala Ave. Brgy. Bel-Air, Makati City",14.5597573,121.0172738
Makati,Ayala Nex Tower,"Ground Floor, NEX Tower, 6786 Ayala Avenue, Makati City",14.5586352,121.0175507
Makati,Ayala Triangle,"G/F Tower One & Exchange Plaza, Ayala Triangle, Ayala Ave. Brgy. Bel-air, Makati City",14.5565232,121.022311
Makati,Ayala 6750,"G/F Ayala Office Tower, 6750 Ayala Avenue, Makati City",14.5531111,121.0255596
Makati,Rufino Towers,"G/F Rufino Tower Bldg, Ayala Ave cor V.A. Rufino St, Brgy. San Lorenzo, Makati City 1226",14.559192,121.0175157
Makati,Ayala North Exchange,"Ground Floor, Ayala North Exchange, Ayala Avenue. corner Amorsolo and Salcedo Streets, San Lorenzo, Makati City",14.5600741,121.0158359
Makati,One Ayala,"Lower Ground Floor,  One Ayala,  Ayala center  Makati City",14.5565232,121.022311
Makati,Glorietta Mall Third Floor,"3rd Level Unit 3006 Glorietta Mall 2 Ayala Center, Brgy San Lorenzo, Makati City",14.550629,121.0254929
Makati,Makati Main,G/F Makati Stock Exchange Bldg Ayala Ave Brgy Bel-Air Makati City 1226,14.5561311,121.0236101
Makati,Legaspi Salcedo,"G/F State Condominium 1 Building, 186 Salcedo Street, Legaspi Village, Brgy. San Lorenzo, Makati City 1229",14.555967,121.0156884
Makati,Legaspi Columns,"G/F Tower 1 The Columns, Legaspi Village, Amorsolo St. corner Arnaiz Ave., Legaspi Village, Brgy. San Lorenzo, Makati City 1223",14.551928,121.015621
Makati,Legaspi-Gamboa,"223 Salcedo Bldg,   223 Salcedo Street corner Gamboa Street,  Brgy. San Lorenzo, Makati City",14.5547684,121.017701
Makati,Greenbelt 5,"Lower G/F, Greenbelt 5, Ayala Center, Legaspi Street, Brgy. San Lorenzo, Makati City 1226",14.5539165,121.01942
Makati,Paseo Legaspi,"111 Paseo De Roxas Bldg., Paseo De Roxas corner Legaspi Street, Brgy. San Lorenzo, Makati City 1229",14.5541064,121.0192199
Makati,Dela Rosa Solaris One,"G/F Solaris One Bldg. Dela Rosa Street Legaspi Village, Brgy. San Lorenzo, Makati City",14.5580653,121.0172935
Makati,Medical Plaza - Makati,"G/F Unit 102 Medical Plaza Bldg. Amorsolo cor Dela Rosa St. Legaspi Village, Brgy. San Lorenzo, Makati City 1229",14.5579906,121.0165929
Makati,Rufino Esteban,"G/F Sage House Condominium 110 V.A Rufino St., Legaspi Village, Brgy. San Lorenzo, Makati City 1229",14.5561105,121.0175768
Makati,Dela Rosa Paseo,"109 Paseo de Roxas corner Dela Rosa St., Barangay San Lorenzo, Makati City 1226",14.5552968,121.0204742
Makati,Ayala Paseo,"G/F Philamlife Tower, 8767 Paseo de Roxas, Brgy. Bel-Air, Makati City 1200",14.5575269,121.0217555
Makati,Buendia Reposo,"G/F ITC Bldg., 337 Sen. Gil Puyat, Brgy. Bel Air, Makati City",14.5625341,121.0232069
Makati,Salcedo Tordesillas,"G/F Solar Century Tower, HV Dela Costa corner Tordesillas Sts, Barangay Bel Air, Salcedo Village, Makati City",14.5596008,121.0206086
Makati,Alfaro,"G/F LPL Center, 130 L.P. Leviste St., Brgy. Bel-Air, Salcedo Village, Makati City 1227",14.5591613,121.021861
Makati,Bel Air Paseo,"54 Jupiter St, Belair Village, Brgy. Bel-Air, Makati City 1209",14.560936,121.0306865
Makati,Salcedo Alfaro,Unit 102 G/F Grand Tower Cond. 150 LP Leviste St Salcedo Village Makati City 1227,14.5597456,121.0240414
Makati,Paseo De Roxas,"Ayala Triangle Gardens Tower 2 Building Paseo de Roxas corner Makati Avenue , Makati City 1209",14.5578002,121.0254661
Makati,Bel Air Polaris,"G/F Ventures II Bldg., 51 Polaris St., Bel Air Village, Brgy. Bel-Air, Makati City 1209",14.5639339,121.0263428
Makati,Makati Atrium,"G/F Atrium of Makati, Makati Avenue, Brgy. Urdaneta, Makati City 1225",14.5572846,121.0260833
Makati,Buendia Center,"G/F Buendia Center Bldg., Sen. Gil Puyat Ave., Brgy. Bel-Air, Makati City",14.5614155,121.0264324
Makati,Pacific Star,"G/F Pacific Star Bldg Sen. Gil Puyat cor Makati Avenue, Brgy. Bel-Air,  Makati City",14.5609204,121.0269964
Makati,Salcedo Village,"G/F 88 Corporate Center, Valero cor Sedeno St., Brgy. Bel-Air, Salcedo Village, Makati 1227",14.5584008,121.0224319
Makati,Magallanes South,"Lot 6, Block 5, Paseo de Magallanes, Brgy. Magallanes, Makati City 1232",14.5392462,121.0166066
Makati,Pasong Tamo Ext. Edsa,"2279 Chino Roces Avenue, Brgy. Magallanes, Makati City 1231",14.5381273,121.0203174
Makati,Forbes Park,"15-A San Antonio Plaza Arcade, McKinley Road, Brgy. Forbes Park, Makati City 1200",14.5471962,121.0351256
Makati,Bangkal,"1797 Evangelista cor. Gen. Mascardo St. Bangkal , Makati City 1233",14.546838,121.01112
Makati,The Residences At Greenbelt,"GL3 The Residences at Greenbelt Condominium Esperanza St. Ayala Center, Brgy. San Lorenzo, Makati City 1228",14.5512855,121.0194439
Makati,Pasong Tamo,"2182 Chino Roces Avenue, Brgy. Pio del Pilar, Makati City 1230",14.5541735,121.0136231
Makati,Pasong Tamo La Fuerza,"Unit/s 1 & 2 La Fuerza Plaza 1,  2241 Don Chino Roces Avenue, Brgy. Bangkal,Makati City 1231",14.5451992,121.0164654
Makati,Chino Roces Ext.,"G/F, Natividad Building, 2308 Don Chino Roces Avenue Extension, Brgy. Magallanes, Makati City 1231",14.5330289,121.0224454
Makati,Magallanes Edsa,"G/F MPI Bldg., 1052 EDSA Magallanes Village, Brgy. Magallanes, Makati City 1232",14.5393052,121.0150373
Makati,Pasay Road,"G/F Colbella Arcade, 910 A. Arnaiz Ave., Brgy. San Lorenzo, Makati City 1223",14.5507541,121.0202178
Makati,Ayala Columns,"G/F The Columns Tower 2, Ayala corner Buendia Avenue, Brgy. Bel-Air, Makati City 1209",14.5618589,121.0163895
Makati,San Antonio Kamagong,"9146 CLC Condominium, cor. Kamagong and Catmon Streets., San Antonio Village, Brgy. San Antonio, Makati City 1203",14.566132,121.007557
Makati,JP Rizal San Miguel,"787 JP Rizal Street, San Miguel Village, Brgy. Poblacion, Makati City 1210",14.5690145,121.0260151
Makati,Ayala Malls Circuit,"Lower Ground Level, Ayala Malls Circuit Hippodromo St., Brgy. Carmona, Makati City 1207",14.5729125,121.0195608
Makati,Rockwell,"103 Ground Level R1, Poweplant Mall, Rockwell Center, Brgy. Poblacion Makati City 1210",14.5646479,121.0364352
Makati,Buendia Pasong Tamo,"G/F Comfoods Bldg., Sen Gil Puyat Ave., cor Chino Roces Ave., Brgy. San Antonio, Makati City 1203",14.5605842,121.0118462
Makati,Dian,"56 Sen. Gil Puyat Ave., Brgy. San Isidro, Makati City 1234",14.5561105,121.0045112
Makati,JP Rizal,"847 J.P. Rizal and Quintos Streets, Barangay Poblacion, Makati City 1210",14.5683855,121.0283839
Makati,Cash And Carry Mall,"G/F Cash & Carry Mall, between South Super Hi-way and Filmore Street, Brgy Palanan, Makati City 1235",14.5610831,121.0046186
Makati,The Rise,"G/F Assembly Grounds at the Rise, 7248 Malugay St., Brgy. San Antonio, Makati City 1203",14.5618334,121.0140411
Makati,Buendia Malugay,"G/F Techzone Bldg., 213 Sen. Gil Puyat Ave.,  Brgy San Antonio, Makati City 1203",14.5588716,121.0093036
Makati,JP Rizal - Binakod,"G/F A&M Bldg. 397 JP Rizal cor Binakod St., Brgy. Olympia, Makati City 1207",14.5716054,121.0162903
Makati,Vito Cruz Chino Roces,"1171 Don Chino Roces Avenue, Brgy. San Antonio, Makati City 1203",14.5716939,121.015459
Makati,Comembo,"16 JP Rizal Extension, Brgy. Comembo, Makati City 1217",14.5491006,121.063496
Quezon,QC Sto Domingo,"1 Biak-Na-Bato corner Quezon Avenue, Brgy Sto. Domingo, Quezon City 1114",14.6252558,121.0094797
Quezon,Timog Circle,"Timog Commercial Center, Timog Ave cor. Panay Avenue, Brgy South Triangle, Quezon City  1103",14.6334939,121.0407359
Quezon,West Ave. - Del Monte,"39 West Avenue, Brgy. Nayong Kanluran, Quezon City",14.6418911,121.0266251
Quezon,Quezon  Ave - Delta,"385 Quezon Avenue, Brgy. West Triangle, Quezon City 1104",14.6381164,121.0269525
Quezon,Quezon Avenue Espana,"14 Quezon Avenue, Brgy. Dona Josefa, Quezon City 1113",14.619271,121.0036212
Quezon,QC West Triangle,"1587 Quezon Avenue, Brgy West Triangle, Quezon City 1104",14.641924,121.033363
Quezon,Kamuning,"Tomas Morato Ave cor Scout Delgado St., Brgy. Laging Handa, Kamuning, Quezon City 1103",14.6298813,121.0350382
Quezon,Scout Limbaga-Tobias,"GF Scout Center. Scout Tobias Street corner Scout Limbaga Street, Brgy. Laging Handa, Quezon City",14.634114,121.0306608
Quezon,ABS CBN,"G/F Tower Entrance ELJ Communications Ctr. ABS-CBN Broadcasting Corp., Mother Ignacia St. Brgy South Triangle, Quezon City 1103",14.6392199,121.0357384
Quezon,QA Fisher Mall,"Upper Basement Fisher Mall, Quezon Avenue corner Roosevelt Avenue, Brgy Santa Cruz Quezon City 1114",14.6340317,121.0204686
Quezon,QA - Kanlaon,"Quezon Avenue corner Kanlaon St., Barangay Sta. Teresita, Quezon City 1114",14.619881,121.0033518
Quezon,EDSA - Kamuning,"105 Kamuning Road, Barangay Kamuning, Quezon City",14.6301149,121.0427931
Quezon,QA - South Triangle,"1480 Quezon Avenue, Barangay South Triangle, Quezon City 1103",14.6399556,121.0315806
Quezon,Roces,"2 Alejandro Roces Ave. Cor Quezon Ave, Barangay Paligsahan, Quezon City 1103",14.63193,121.0211939
Quezon,Timog Avenue,"34 Timog Avenue, Barangay Laging Handa, Quezon City 1103",14.635281,121.031988
Quezon,Timog EDSA,"114 Timog Avenue, Ibon Building, Brgy Sacred Heart, Quezon City 1103",14.6332736,121.0414076
Quezon,Blue Ridge Boni Serrano,"Citigold Plaza Bldg. 175 Katipunan Avenue, Brgy Bayanihan, Quezon City 1109",14.6156453,121.0700789
Quezon,Kalayaan,"114 Kalayaan Avenue, Brgy Central Diliman, Quezon City 1100",14.6450493,121.0538174
Quezon,Kamias EDSA,"BPI Kamias Edsa branch - 5 Kamias Road, Brgy Pinyahan, Quezon City 1102",14.6316044,121.0487242
Quezon,Up Town Center,"Unit C145A L1 Phase 2 UP Town Center, Katipunan Avenue, Brgy. UP Campus, Quezon City 1101",14.6473556,121.0740979
Quezon,St. Ignatius - Katipunan,"Linear Bldg., 142 Katipunan Ave., St. Ignatius Village, Brgy. St. Ignatius, Quezon City",14.614192,121.07047
Quezon,Loyola Katipunan,"Katipunan Road cor Escaler St., Brgy Loyola   Heights, Quezon City 1108",14.6458763,121.0735902
Quezon,Kamias Anonas,"137 Kamias Road, Brgy Sikatuna, Quezon City 1102",14.6346232,121.0583906
Quezon,Philippine Heart Center,"Philippine Heart Center Medical Arts Building Annex, Matalino St., Brgy Central Diliman, Quezon City 1100",14.64473,121.0504724
Eastwood,Closed,Eastwood CityNCR,14.6096463,121.0796001
Quezon,Xavierville,"74 Xavierville Avenue, Brgy. Loyola Heights, Quezon City 1108",14.6347764,121.0702929
Quezon,Capitol Hills,"Capitol Hills Drive, Brgy Matandang Balara, Quezon City 1119",14.6652629,121.0810007
Quezon,East Avenue,"22 East Avenue, Barangay Pinyahan, Diliman, Quezon City 1101",14.6394353,121.0468023
Quezon,Katipunan Loyola Hgts,"Miranda Bldg. #325 Katipunan Avenue corner Dela Rosa Street, Barangay Loyola Heights, Quezon City 1108",14.6402743,121.0742211
Quezon,E. Rodriguez-Acropolis,"SRK Bldg., Blk 11 Lot 48, E. Rodriguez Avenue, Brgy. Bagumbayan, Quezon City 1110",14.603491,121.079002
Quezon,E.Rodriguez Bagumbayan,"Unit G3  Ground Floor MDC100 Bldg, E. Rodriguez Jr. Avenue, Brgy. Bagumbayan, Quezon City",14.6085948,121.0816094
Quezon,Opus Bridgetowne branch,"Opus Mall, Bridgetowne Estate, E. Rodriguez Jr. Avenue, Brgy. Ugong Norte, Quezon City",14.5932419,121.0802438
Quezon,Commonwealth,Commonwealth Avenue corner Holy Spirit Drive Don Antonio Heights Brgy Holy Spirit Quezon City 1121,14.6832008,121.078766
Quezon,Robinson's Nova Market,"Robinsons Place Novaliches Level 1 Main Mall, Quirino Highway, Barangay Pasong Putik, Novaliches, Quezon City 1118",14.7989985,121.068829
Quezon,U.P. Techno Hub,"U.P. North Retail Science and Technology Center, Commonwealth Avenue, Barangay UP Campus, Diliman, Quezon City 1101",14.6572698,121.0557259
Quezon,Fairview East,"Blk 4 Lot 4 Commonwealth Avenue, Brgy. Fairview, Quezon City 1118",14.7053433,121.0758202
Quezon,Commonwealth Royale Place,"Lot 831 Block 1, Royale Place Mall Don Antonio Drive, Brgy Matandang Balara, Diliman, Quezon City 1119",14.677076,121.085461
Quezon,Fairview,"Lot 2 Blk 32 Fairview Park, Brgy. Fairview, Quezon City 1118",14.0628213,122.1178261
Quezon,Fairview Terraces,"Ground Floor Fairview Terraces Ayala Mall,  Quirino Highway cor. Maligaya Drive, Brgy. Pasong Putik, Novaliches, Quezon City 1118",14.7363856,121.0601532
Quezon,Lagro,"Lot 7 Block 1 Sacred Heart Village, Quirino Highway, Brgy. Pasong Putik, Quezon City 1118",14.7189677,121.0401642
Quezon,Novaliches Lagro,"UNIT 1 D GROUND FLR ,BDC CORPORATE CTR Mindanao Avenue Extension, BGY Greater Lagro, Novaliches, Quezon City 1118",14.7251243,121.065041
Quezon,Diliman Isidora,"Holy Spirit Drive cor. De Leon St. Isidora Hills Subd., Barangay Holy Spirit, Diliman, Quezon City 1121",14.683811,121.074416
Quezon,EDSA - Cloverleaf,"1157 EDSA Balintawak, Brgy. Apolonio Samson, Quezon City",14.6569023,121.0063711
Quezon,Roosevelt,"Ground Floor Bayantel Roosevelt Operation Center - 234 Roosevelt Avenue, SFDM, Brgy Del Monte, Quezon City 1105",14.646326,121.017739
SM,SM North EDSA,"SM City North EDSA Branch, SM Main Bldg., Brgy. Bagong Pagasa, Quezon City 1105",14.6593553,121.0327933
Quezon,Novaliches SM Hypermarket,"G/F SM Hypermarket Novaliches, 402 Quirino Highway, Brgy Talipapa, Novaliches, Quezon City 1116",14.6813322,121.0213053
Quezon,Novaliches Sarmiento,"946 Quirino Highway corner Sarmiento Street, Barangay Novaliches Proper, Novaliches, Quezon City 1117",14.7197324,121.0399908
Quezon,Ayala Malls Cloverleaf,"Space no. 123 & 124, Ground Floo, Ayala Malls Cloverleaf, Balintawak, Quezon City",14.6544846,121.001896
Quezon,Roosevelt - Munoz,"316 Roosevelt Ave, SFDM, Barangay San Antonio, Quezon City 1105",14.6451092,121.0171381
Quezon,Novaliches Gen. Luis,"Gen Luis corner Gold Street, Millionaires Village, Barangay Novaliches Proper, Novaliches Quezon City 1123",14.7247301,121.0370935
Quezon,Quezon Ave. EDSA,G/F Triumph Square Building 1618 Quezon Ave South Triangle Quezon City 1103,14.6422266,121.0350727
Quezon,Waltermart North EDSA,"G/F WMEDG 03, Waltermart North EDSA, Muñoz Brgy. Veterans, Quezon City 1105",14.6537082,121.0241966
Quezon,Novaliches San Bartolome,"680 Quirino Highway, Barangay San Bartolome, Novaliches, Quezon City 1116",14.7003243,121.0349882
Quezon,Cubao Aurora,"St. Anthony Bldg,   Stella Maris Arcade, Aurora Blvd cor Cambridge, Brgy E. Rodriguez Cubao, Quezon City 1102",14.6246803,121.0534246
Quezon,Ali Mall Cubao,"Space 2022 Level 2 Ali Mall Banking Center, Brgy. Socorro Cubao, Quezon City 1109",14.6195569,121.0567919
Quezon,E. Rodriguez B.G. Belmonte,"1466 & 1468 E. Rodriguez Sr. Avenue corner  Betty Go-Belmonte Street, Brgy. Immaculate Conception, Quezon City 1111",14.6245114,121.0382192
Quezon,E.Rodriguez Welcome Rotonda,"GF M1 Central Bldg, 18 E Rodriguez Sr Avenue cor Matimyas St, Brgy Don Manuel, Quezon City 1113",14.6178593,121.0041797
Quezon,Aurora Boulevard,"719 Aurora Blvd,  Brgy. Mariana, Quezon City 1112",14.6131749,121.0329949
Quezon,Cubao Manhattan Parkview,"Space No. 20 Ground Floor Manhattan Parkview Retail, Gen. Roxas Avenue corner Gen. Romulo Street, Araneta Center, Brgy. Socorro Quezon City 1109",14.620878,121.0525571
Quezon,Araneta - E. Rodriguez,"486 G. Araneta Avenue, Brgy Dona Imelda, Quezon City 1113",14.6167111,121.0164798
Quezon,St. Luke's,"St. Luke's Medical   Center, 279 E. Rodriguez Sr. Ave, Brgy Kalusugan, Quezon City 1112",14.6217245,121.0240227
Quezon,Cubao Gateway Mall,"G/F Gateway Mall, Gen. Malvar Ave., Araneta Center, Cubao, Brgy. Socorro Quezon City 1109",14.6217945,121.0528441
Quezon,Cubao - F Castillo,"Caly Bldg. 986 Aurora Blvd corner F. Castillo Project 4, Barangay Marilag, Quezon City 1109",14.6276806,121.066521
Quezon,Cubao - P Tuazon 12th Ave.,"210 P. Tuazon corner 12th Avenue, Barangay Socorro, Cubao, Quezon City 1109",14.618488,121.0569351
Quezon,Retiro Mayon,"NS Amoranto Cor. Mayon St.,  Brgy. NS Amoranto, La Loma, Quezon City 1114",14.6326976,120.9944224
Quezon,Congressional Avenue,"G/F The Arete Square,  Congressional Avenue,  Brgy Bahay Toro Proj. 8  Quezon City 1106",14.666274,121.031584
Quezon,Ayala Malls Vertis North,"Space R4-L1-041&042, Level 1, Vertis North, Phase 1&2 cor. North Ave., Brgy. Bagong Pag-asa, Quezon City ZIP CODE 1105",14.6538022,121.0382653
Quezon,Tandang Sora,"397 Tandang Sora Avenue, Barangay Culiat, Quezon City",14.6698484,121.0532017
Quezon,San Francisco Del Monte,"Araneta Avenue near corner Del Monte Avenue, Brgy Sienna, Quezon city",14.639082,121.0066294
Quezon,Retiro  Kanlaon,"NS Amoranto Sr. Avenue cor. Kanlaon Street, Quezon City",14.6303181,120.9964589
Quezon,Visayas Avenue,"46 Visayas Avenue,  Brgy Vasra, Project 6, Quezon City 1100",14.6608956,121.0448591
Quezon,Trinoma,"Space P1012E Level P1 Trinoma North Triangle, North Ave., corner EDSA, Brgy. Bagong Pag-asa, Quezon City 1105",14.6532747,121.0337511
Quezon,Del Monte,"401 Del Monte Ave., Brgy Manresa, Quezon City",14.638953,121.0040501
Quezon,T Sora - Visayas Avenue,"243 Tandang Sora Avenue, Tandang Sora. Quezon City",14.6770882,121.0414921
Quezon,Project 8 - Short Horn,"26 Shorthorn Street, Project 8, Barangay Bahay Toro, Quezon City 1106",14.6658329,121.0219694
Quezon,Trinoma North,"Unit 1085-1086 Level M1, Trinoma, North Triangle, Brgy. Bagong Pag-asa Quezon City",14.6551623,121.0309076
Pasay,Harrison Buendia,"6365 SKK Bldg., Buendia cor. FB Harrison St., Brgy. 10 Zone 4, Pasay City 1300",14.5526332,120.9917599
Pasay,Baclaran,"3100 Roxas Blvd., Baclaran, Brgy 76 Zone 10, Pasay City 1300",14.543641,120.9908116
Pasay,Pasay D. Macapagal Ave.,"G/F Pacific Concrete Products Bldg, Sen Gil Puyat ext. cor Diosdado Macapagal Ave, BRGY. 76 ZONE 10, Pasay City 1300",14.5532466,120.9931807
Pasay,Pasay Buendia,Ground Floor Trium Square Sen Gil Puyat Ave cor Leveriza St Pasay City 1300,14.5539323,120.9951165
Pasay,Macapagal Meridian Park,"Double Dragon Plaza, DD Meridian Park, EDSA Extension Corner Macapagal Boulevard Bay Area, Pasay City 1300",14.5359377,120.9904686
Pasay,Edsa Malibay,"26 C. Jose Street, Barangay 159, Malibay, Pasay City 1300",14.5383522,121.0107
Muntinlupa,New Alabang,"G/F Alabang Town Center Mall Entrance,  Alabang-Zapote Road, Brgy Ayala Alabang, Muntinlupa City 1770",14.4235683,121.0295902
Muntinlupa,Alabang Civic Place,"Unit 102 - 2301 Civic Place Bldg Civic Dr FilInvest Barangay Alabang,  Muntinlupa City 1770",14.414114,121.043421
Muntinlupa,Muntinlupa Tunasan E Rodriguez,"Larychean Building 176 National Road, Brgy. Tunasan, Muntinlupa City 1773",14.4063987,121.0465455
Muntinlupa,Alabang Town Center,"G/F ATC Corporate Center, Alabang-Zapote Road, Ayala Alabang, Muntinlupa City 1770",14.4248296,121.0284597
Muntinlupa,Alabang Madrigal Park,"G/F Unioil Center Bldg.,   Madrigal Business Park 1, Commerce Ave cor. Acacia, Brgy. Ayala Alabang,  Muntinlupa City 1770",14.4236601,121.0236536
Muntinlupa,Muntinlupa,"National Road, Brgy Alabang, Muntinlupa City 1772",14.4112544,121.0465714
Muntinlupa,Alabang Hills,"Unit 12, G/F, Alabang Citi Arcade Bldg, Don Jesus Blvd. West Service Rd, Brgy. Cupang, Muntinlupa City 1771",14.4341027,121.0445572
Muntinlupa,Alabang South,"Ground Floor South Supermarket, Filinvest, Brgy. Alabang Muntinlupa City 1770",14.4215084,121.0362686
Muntinlupa,Alabang Ayala Life,"Ayala Life FGU Bldg., Alabang-Zapote Road cor Acacia Ave, Madrigal Business Park Brgy Ayala Alabang, Muntinlupa City 1770",14.4269285,121.0241546
Muntinlupa,BPI Muntinlupa Alabang,"384 East Service Road, Barangay Alabang, Muntinlupa City 1770",14.4194332,121.0458722
Muntinlupa,Alabang Casa Madrigal,"G/F Page 1 Building, Acacia Avenue, Madrigal Business Park, Ayala Alabang Village, Barangay Ayala, Muntinlupa City 1780",14.4246042,121.0241029
Muntinlupa,Muntinlupa Tunasan,"J.P. Rizal Street,  Barangay Poblacion,  Muntinlupa City 1776",14.4241072,121.0442791
Muntinlupa,Alabang Insular Life,"G/F Insular Life Corporate Centre, Commerce Ave., Filinvest, Brgy. Alabang,  Muntinlupa City 1770",14.4190815,121.0387343
Pateros,Pateros,"536 M. Almeda St., Brgy. San Roque, Pateros 1620",,
Navotas,Navotas M. Naval,"1009 M. Naval Street, Brgy. San Jose, Navotas City",14.6622125,120.9454911
Navotas,Navotas,"Melandrea IV Bldg., Northbay Blvd. corner Virgo Drive, Barangay North Bay Boulevard South (NBBS), Navotas City",14.6369609,120.9606493
Navotas,Navotas North Bay,"371 Seafront Building, Brgy. Northbay Boulevard South, Navotas city",,
Marikina,Ayala Malls Marikina,"Ground Floor R101 Ayala Malls, Liwasang Kalayaan Avenue, Brgy. Marikina Heights, Marikina City",14.6487963,121.1156694
Marikina,Marikina,"Bayan  Bayanan Avenue, Brgy. Concepcion, Marikina City 1807",14.6504369,121.1128953
Marikina,Marikina Gil Fernando,"25 Gil Fernando Avenue, Brgy. San Roque, Marikina City 1801",14.6228618,121.1020014
Marikina,Marikina - Gen Ordonez,"4 Gen Ordonez Street, Barangay Marikina Heights, Marikina City",14.6498588,121.1122218
Marikina,Marikina Sto Nino,"298 Shoe Avenue corner Sumulong Highway, Brgy. Sto. Nino, Marikina City 1800",14.6358936,121.0975113
Marikina,Marikina W. Paz,"28 W. Paz St. cor. E. Dela Paz St., Brgy. Sta Elena, Marikina City 1800",14.6330365,121.0965642
Malabon,Malabon Rizal,"682 Rizal Ave Ext cor, Rivera St., Brgy. Tanong,  Malabon City 1470",14.6587869,120.95314
